Overall Qual,Year Built,Exter Qual,Gr Liv Area,Kitchen Qual,Bsmt Qual,Neighborhood,SalePrice
3,1950,2,1040,2,0,NAmes,81400
5,1954,2,1089,2,4,Edwards,125000
4,1920,2,861,2,2,OldTown,80000
5,1924,2,1296,1,3,SWISU,104000
7,1996,3,1720,3,4,NoRidge,260400
7,1981,3,1479,3,4,NWAmes,176000
5,1966,2,1040,2,3,Sawyer,123000
9,2000,3,2172,4,5,NoRidge,291000
6,1948,2,972,2,3,NAmes,132000
6,2005,2,1456,3,4,Gilbert,176000
5,1956,2,1728,2,3,NAmes,177625
5,1924,2,1221,2,3,Edwards,104900
7,1999,3,1749,3,4,CollgCr,196000
9,2005,4,1577,4,5,NridgHt,280000
7,1995,2,1474,2,4,Gilbert,168500
6,1995,2,1671,2,4,Gilbert,170000
3,1953,2,2034,2,0,Mitchel,130000
7,1939,2,2009,2,3,BrkSide,150000
5,1996,2,1100,2,4,CollgCr,145000
5,1976,2,1728,2,3,Mitchel,188000
6,1997,2,1600,2,4,Gilbert,169000
5,2006,2,1125,2,4,Edwards,155000
7,2004,3,1391,3,4,Somerst,196000
7,2002,3,1995,3,4,Gilbert,219500
6,2005,3,1456,3,4,Gilbert,170440
6,1977,2,1426,2,3,Edwards,159500
10,2008,4,5095,4,5,Edwards,183850
7,1970,2,1682,2,3,NWAmes,174000
7,1970,2,1277,2,3,NAmes,167000
6,1976,2,1456,2,4,NPkVill,148500
5,1979,2,2228,2,0,SawyerW,147983
6,1980,2,1217,2,4,SawyerW,120000
5,2005,2,1090,2,5,Edwards,157000
5,1948,2,1456,2,2,Edwards,91500
5,1910,2,796,2,2,Edwards,85000
5,1965,2,1214,2,3,Edwards,140000
5,1966,2,955,2,3,Sawyer,127000
6,2003,3,1728,3,4,Somerst,207500
6,1935,2,3672,3,3,Edwards,415000
6,1960,2,1561,2,3,Crawfor,193000
6,1994,2,1481,2,4,Gilbert,174000
7,1948,2,1527,2,3,NAmes,152500
7,2003,3,1640,3,4,CollgCr,183000
5,1951,2,1480,2,3,Edwards,136500
7,2001,3,1792,3,4,CollgCr,231500
5,1952,2,1148,2,5,Edwards,123500
5,1955,2,1393,2,3,Edwards,135500
6,1976,2,1044,2,3,Edwards,133500
5,1963,2,1144,2,3,NAmes,124000
8,1998,3,1924,3,4,NoRidge,280000
9,1999,3,2599,3,4,NoRidge,333168
8,2003,3,2283,3,4,Gilbert,270000
6,1950,2,1133,2,3,NAmes,128500
6,1990,3,1398,3,4,SawyerW,172000
5,1971,2,810,2,4,Sawyer,130000
6,2005,3,1306,3,4,NridgHt,196000
5,1941,2,803,2,3,IDOTRR,87000
5,1950,2,1435,2,2,BrkSide,128250
6,1978,2,2073,2,4,NWAmes,210000
6,1932,2,1991,2,3,Crawfor,220000
4,1950,2,1067,3,4,Sawyer,128000
5,1900,2,1174,3,3,OldTown,135000
4,1991,2,1689,2,4,Mitchel,228500
6,1939,2,1132,2,3,BrkSide,134000
6,1956,2,1024,3,3,NAmes,157500
8,1993,3,2232,3,4,NoRidge,263550
6,1981,3,1440,3,4,NWAmes,182900
6,1988,3,1680,3,4,Crawfor,222000
5,2007,2,1092,2,4,Mitchel,146000
5,1948,2,1559,2,3,OldTown,153500
9,2004,3,1980,4,5,NridgHt,315000
8,1998,3,2630,3,4,NoRidge,315000
8,2007,3,1861,3,4,Somerst,257000
4,1964,2,1200,2,4,Mitchel,173000
5,1948,2,2320,2,0,Gilbert,169000
8,2003,3,2200,4,5,NridgHt,382500
8,2002,3,1795,3,4,CollgCr,230000
5,1954,2,1297,2,3,NAmes,153000
5,1953,2,1319,2,3,NAmes,123000
7,1998,2,1463,2,4,CollgCr,207000
7,1880,2,3493,3,3,OldTown,295000
5,2003,3,1094,3,4,SawyerW,149000
6,2002,3,1960,3,4,Gilbert,216500
5,1958,2,808,2,3,BrkSide,112000
5,1967,2,943,2,3,Sawyer,134500
7,2007,3,1246,3,4,Blmngtn,187687
4,1920,2,1128,2,3,IDOTRR,68400
6,1958,3,951,3,3,NAmes,143500
7,1989,3,1644,3,4,SawyerW,275000
7,1988,2,1959,2,3,Mitchel,171000
6,2000,3,2054,3,4,Gilbert,244000
5,1971,2,874,2,3,Mitchel,130000
8,2006,3,1685,3,4,Somerst,253000
4,1941,2,693,1,3,OldTown,52500
8,1989,3,1034,3,4,Blueste,185000
6,2005,3,1490,3,4,Gilbert,167800
8,2004,3,1713,4,5,NridgHt,274900
7,1980,2,1472,2,4,NWAmes,187500
7,2005,3,1971,3,4,Somerst,253000
4,1973,2,988,2,4,MeadowV,105000
6,1961,2,1576,3,3,NAmes,174500
7,1996,3,2049,3,4,CollgCr,210900
4,1947,2,1531,2,3,Edwards,127000
7,2004,3,1358,3,4,NridgHt,207000
7,1978,2,2050,3,4,NWAmes,154000
9,2006,4,2338,3,5,StoneBr,591587
5,1925,2,2640,2,3,OldTown,180000
5,1967,2,1584,2,3,NAmes,124000
6,1980,2,2237,3,4,Timber,204000
7,1928,2,1477,2,3,SWISU,145000
5,1967,2,1510,3,3,NAmes,178900
8,1997,3,2392,3,4,NoRidge,348000
6,1915,2,1716,3,3,BrkSide,162500
5,1971,2,868,2,4,Sawyer,119900
7,1998,2,1632,2,4,Gilbert,176500
5,1939,2,1077,2,3,BrkSide,118000
5,1953,2,773,2,3,NAmes,110000
7,1998,3,1839,2,4,NoRidge,221000
8,1998,3,2450,3,4,NoRidge,340000
7,1910,2,2019,3,4,BrkSide,167500
8,2006,3,1636,3,4,Somerst,255000
7,2004,3,1374,3,4,Gilbert,170000
5,2005,2,1072,2,4,Edwards,145000
4,1972,2,630,2,4,MeadowV,81000
6,1958,4,1414,2,4,NAmes,176500
8,2004,3,1694,3,5,Somerst,307000
7,2001,3,1690,3,4,CollgCr,190550
7,1980,3,2353,4,4,NWAmes,260000
7,1976,2,1055,2,3,NPkVill,137500
6,1973,2,1055,3,4,Sawyer,147000
5,1961,2,1144,2,3,Sawyer,131400
8,2004,3,2332,4,5,NridgHt,316000
6,1971,2,1824,2,3,Mitchel,139000
5,2006,2,1442,2,4,Timber,172500
5,1914,2,1784,2,4,Crawfor,138887
6,1935,2,2108,3,3,Edwards,235000
5,1962,2,894,2,3,NAmes,109500
4,1924,2,1430,1,3,IDOTRR,107000
7,2002,3,1776,3,4,CollgCr,192500
6,1977,3,1602,3,4,NWAmes,215000
6,1910,2,1650,2,4,OldTown,144100
6,1959,2,864,2,3,NAmes,127500
7,1993,3,2200,3,4,SawyerW,225000
8,2007,3,1710,3,5,NridgHt,372402
5,1962,2,912,2,3,Sawyer,144000
6,1999,2,1501,2,4,Somerst,176500
6,1924,2,1310,2,2,OldTown,112000
6,1973,2,987,2,3,BrDale,100000
4,1970,2,1092,2,3,MeadowV,88000
5,1976,2,1680,2,3,NWAmes,136905
4,1971,2,874,2,3,NAmes,97500
3,1945,2,729,2,0,IDOTRR,51689
6,1959,3,1252,3,3,NAmes,142000
8,2006,3,1828,3,4,NridgHt,250000
6,1993,2,2495,3,4,NWAmes,243500
6,2005,3,1306,3,4,NridgHt,184500
7,1991,2,1478,2,4,Mitchel,210000
5,1963,3,912,3,3,Sawyer,129000
2,1941,2,540,2,3,IDOTRR,82000
6,1997,2,1604,2,4,Gilbert,181000
5,2005,3,1536,3,4,CollgCr,167000
6,2000,2,1671,2,4,Gilbert,173000
7,2005,3,1611,3,4,CollgCr,195800
6,1969,3,1844,3,3,Crawfor,223000
7,2005,3,1367,3,4,NridgHt,192000
7,1979,2,1725,2,3,NWAmes,197000
8,2006,3,2389,3,5,NridgHt,298236
7,1927,2,1718,3,3,Crawfor,238000
5,1960,2,1556,2,3,NAmes,119000
7,1968,2,2156,2,3,NWAmes,262500
9,2007,4,1978,4,5,Timber,425000
4,1900,2,1178,2,3,IDOTRR,102776
5,1971,2,1078,2,3,NAmes,149900
6,1977,2,1285,3,3,Mitchel,190000
8,1989,3,1191,3,4,Blueste,162500
6,1997,2,1494,3,4,CollgCr,217000
4,1922,2,1180,1,2,Crawfor,137500
8,2006,3,1795,3,5,Somerst,270000
5,1974,2,894,2,3,Sawyer,142500
6,1965,2,1042,2,3,NAmes,161000
4,1970,2,1092,2,3,MeadowV,93900
7,1953,3,2287,2,3,ClearCr,225000
9,2003,3,2668,4,5,NridgHt,412500
4,1922,2,1414,2,3,Edwards,83000
6,1939,2,1232,2,3,BrkSide,128000
6,1995,3,1609,3,4,SawyerW,182000
8,2008,4,1932,4,5,NridgHt,394617
8,2007,3,1728,3,4,Timber,298751
4,1940,2,861,2,3,Edwards,82500
6,1928,2,1913,2,3,Crawfor,177000
4,1956,2,1200,2,3,NAmes,144000
7,1999,2,1804,3,3,Gilbert,189000
